nba_id,player_name,first_name,last_name,season,season_label,team,lebron_team_string,position,games_played,minutes_played,team_mpg,lebron_mpg,lebron,o_lebron,d_lebron,war,off_role,def_role,team_wins,team_losses,team_win_pct,is_multi_team,team_count,name_match_key,name_match_status,basketball_reference_name,data_source,source_url
1629636,Darius Garland,Darius,Garland,2026,2025-26,CLE,CLE/LAC,PG,26,792,30.462,29.87,0.399,1.926,-1.527,2.409,Shot Creator,Chaser,52,30,0.634,true,2,darius garland,exact_name,Darius Garland,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1629636,Darius Garland,Darius,Garland,2026,2025-26,LAC,CLE/LAC,PG,19,552,29.053,29.87,0.399,1.926,-1.527,2.409,Shot Creator,Chaser,42,40,0.512,true,2,darius garland,exact_name,Darius Garland,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAC/2026.html
1629637,Jaxson Hayes,Jaxson,Hayes,2026,2025-26,LAL,LAL,C,66,1207,18.288,18.28,0.348,-0.042,0.39,2.123,Roll + Cut Big,Mobile Big,53,29,0.646,false,1,jaxson hayes,exact_name,Jaxson Hayes,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,2026,2025-26,ATL,ATL,SG,78,2603,33.372,33.373,0.219,0.582,-0.362,4.371,Primary Ball Handler,Point of Attack,46,36,0.561,false,1,nickeil alexander walker,exact_name,Nickeil Alexander-Walker,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1629639,Tyler Herro,Tyler,Herro,2026,2025-26,MIA,MIA,SG,33,1033,31.303,31.289,-0.468,0.664,-1.133,1.288,Shot Creator,Chaser,43,39,0.524,false,1,tyler herro,exact_name,Tyler Herro,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIA/2026.html
1629640,Keldon Johnson,Keldon,Johnson,2026,2025-26,SAS,SAS,SF,82,1911,23.305,23.309,0.471,1.14,-0.67,3.511,Movement Shooter,Helper,62,20,0.756,false,1,keldon johnson,exact_name,Keldon Johnson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAS/2026.html
1629645,Kevin Porter Jr.,Kevin,Porter Jr.,2026,2025-26,MIL,MIL,PG,38,1261,33.184,33.183,1.251,0.975,0.276,2.933,Shot Creator,Point of Attack,32,50,0.39,false,1,kevin porter jr,exact_name,Kevin Porter Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIL/2026.html
1629651,Nic Claxton,Nic,Claxton,2026,2025-26,BRK,BRK,C,69,1920,27.826,27.831,-1.35,-0.915,-0.434,1.337,Roll + Cut Big,Mobile Big,20,62,0.244,false,1,nic claxton,exact_name,Nic Claxton,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BRK/2026.html
1629652,Luguentz Dort,Luguentz,Dort,2026,2025-26,OKC,OKC,SF,69,1849,26.797,26.791,-0.815,-1.171,0.356,1.904,Stationary Shooter,Point of Attack,64,18,0.78,false,1,luguentz dort,exact_name,Luguentz Dort,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/OKC/2026.html
1629655,Daniel Gafford,Daniel,Gafford,2026,2025-26,DAL,DAL,C,55,1195,21.727,21.714,0.836,-0.871,1.706,2.467,Roll + Cut Big,Mobile Big,26,56,0.317,false,1,daniel gafford,exact_name,Daniel Gafford,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1629656,Quentin Grimes,Quentin,Grimes,2026,2025-26,PHI,PHI,SG,75,2206,29.413,29.408,-1.532,-0.421,-1.111,1.286,Movement Shooter,Chaser,45,37,0.549,false,1,quentin grimes,exact_name,Quentin Grimes,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHI/2026.html
1629660,Ty Jerome,Ty,Jerome,2026,2025-26,MEM,MEM,SG,15,339,22.6,22.578,3.047,4.326,-1.279,1.163,Shot Creator,Helper,25,57,0.305,false,1,ty jerome,exact_name,Ty Jerome,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MEM/2026.html
1629661,Cameron Johnson,Cameron,Johnson,2026,2025-26,DEN,DEN,SF,54,1647,30.5,30.498,0.574,0.806,-0.231,3.133,Movement Shooter,Helper,54,28,0.659,false,1,cameron johnson,exact_name,Cameron Johnson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DEN/2026.html
1629673,Jordan Poole,Jordan,Poole,2026,2025-26,NOP,NOP,PG,39,933,23.923,23.927,-1.692,0.882,-2.574,0.451,Primary Ball Handler,Low Activity,26,56,0.317,false,1,jordan poole,exact_name,Jordan Poole,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NOP/2026.html
1629674,Neemias Queta,Neemias,Queta,2026,2025-26,BOS,BOS,C,76,1926,25.342,25.341,3.696,0.972,2.723,7.365,Roll + Cut Big,Anchor Big,56,26,0.683,false,1,neemias queta,exact_name,Neemias Queta,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BOS/2026.html
1629675,Naz Reid,Naz,Reid,2026,2025-26,MIN,MIN,C,77,2007,26.065,26.067,1.086,-0.011,1.096,4.46,Movement Shooter,Helper,49,33,0.598,false,1,naz reid,exact_name,Naz Reid,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1629680,Matisse Thybulle,Matisse,Thybulle,2026,2025-26,POR,POR,SG,30,480,16,15.987,0.783,-1.768,2.551,0.975,Movement Shooter,Chaser,42,40,0.512,false,1,matisse thybulle,exact_name,Matisse Thybulle,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/POR/2026.html
1629684,Grant Williams,Grant,Williams,2026,2025-26,CHO,CHO,PF,36,711,19.75,19.761,-0.117,-0.679,0.562,1.045,Movement Shooter,Wing Stopper,44,38,0.537,false,1,grant williams,exact_name,Grant Williams,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
1629723,John Konchar,John,Konchar,2026,2025-26,MEM,MEM/UTA,SG,30,435,14.5,19.903,-0.096,-1.356,1.26,1.651,Stationary Shooter,Helper,25,57,0.305,true,2,john konchar,exact_name,John Konchar,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MEM/2026.html
1629723,John Konchar,John,Konchar,2026,2025-26,UTA,MEM/UTA,SG,26,680,26.154,19.903,-0.096,-1.356,1.26,1.651,Stationary Shooter,Helper,22,60,0.268,true,2,john konchar,exact_name,John Konchar,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/UTA/2026.html
1629731,Dean Wade,Dean,Wade,2026,2025-26,CLE,CLE,PF,59,1318,22.339,22.33,0.63,-0.287,0.917,2.552,Movement Shooter,Wing Stopper,52,30,0.634,false,1,dean wade,exact_name,Dean Wade,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1629750,Javonte Green,Javonte,Green,2026,2025-26,DET,DET,SG,82,1446,17.634,17.63,0.663,-1.217,1.879,2.83,Stationary Shooter,Helper,60,22,0.732,false,1,javonte green,exact_name,Javonte Green,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DET/2026.html
1630162,Anthony Edwards,Anthony,Edwards,2026,2025-26,MIN,MIN,SG,61,2137,35.033,35.025,1.285,2.623,-1.337,5.014,Shot Creator,Chaser,49,33,0.598,false,1,anthony edwards,exact_name,Anthony Edwards,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1630163,Lamelo Ball,Lamelo,Ball,2026,2025-26,CHO,CHO,PG,72,2017,28.014,28.016,2.775,3.285,-0.511,6.591,Primary Ball Handler,Low Activity,44,38,0.537,false,1,lamelo ball,exact_name,Lamelo Ball,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
1630165,Killian Hayes,Killian,Hayes,2026,2025-26,SAC,SAC,PG,23,406,17.652,17.63,-0.205,-0.669,0.464,0.573,Primary Ball Handler,Point of Attack,22,60,0.268,false,1,killian hayes,exact_name,Killian Hayes,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAC/2026.html
1630166,Deni Avdija,Deni,Avdija,2026,2025-26,POR,POR,SF,66,2199,33.318,33.32,1.704,2.207,-0.504,5.734,Shot Creator,Helper,42,40,0.512,false,1,deni avdija,exact_name,Deni Avdija,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/POR/2026.html
1630167,Obi Toppin,Obi,Toppin,2026,2025-26,IND,IND,PF,24,424,17.667,17.654,0.821,1.806,-0.985,0.871,Movement Shooter,Helper,19,63,0.232,false,1,obi toppin,exact_name,Obi Toppin,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
1630168,Onyeka Okongwu,Onyeka,Okongwu,2026,2025-26,ATL,ATL,C,74,2297,31.041,31.038,0.853,-0.858,1.711,4.77,Stationary Shooter,Mobile Big,46,36,0.561,false,1,onyeka okongwu,exact_name,Onyeka Okongwu,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1630170,Devin Vassell,Devin,Vassell,2026,2025-26,SAS,SAS,SG,67,2044,30.507,30.51,-0.084,0.769,-0.853,3.044,Movement Shooter,Helper,62,20,0.756,false,1,devin vassell,exact_name,Devin Vassell,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAS/2026.html
1630171,Isaac Okoro,Isaac,Okoro,2026,2025-26,CHI,CHI,SG,63,1695,26.905,26.9,-2.212,-1.184,-1.027,0.273,Stationary Shooter,Wing Stopper,31,51,0.378,false,1,isaac okoro,exact_name,Isaac Okoro,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630172,Patrick Williams,Patrick,Williams,2026,2025-26,CHI,CHI,PF,72,1474,20.472,20.467,-2.714,-2.223,-0.491,-0.216,Stationary Shooter,Wing Stopper,31,51,0.378,false,1,patrick williams,exact_name,Patrick Williams,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630173,Precious Achiuwa,Precious,Achiuwa,2026,2025-26,SAC,SAC,C,73,1745,23.904,23.905,-0.112,-0.7,0.589,2.568,Athletic Finisher,Wing Stopper,22,60,0.268,false,1,precious achiuwa,exact_name,Precious Achiuwa,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAC/2026.html
1630174,Aaron Nesmith,Aaron,Nesmith,2026,2025-26,IND,IND,SF,45,1335,29.667,29.663,-0.915,-0.061,-0.854,1.292,Off Screen Shooter,Wing Stopper,19,63,0.232,false,1,aaron nesmith,exact_name,Aaron Nesmith,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
1630175,Cole Anthony,Cole,Anthony,2026,2025-26,MIL,MIL,PG,35,527,15.057,15.046,-2.157,-1.713,-0.444,0.103,Primary Ball Handler,Point of Attack,32,50,0.39,false,1,cole anthony,exact_name,Cole Anthony,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIL/2026.html
1630178,Tyrese Maxey,Tyrese,Maxey,2026,2025-26,PHI,PHI,PG,70,2661,38.014,38.013,2.933,3.584,-0.651,8.951,Shot Creator,Chaser,45,37,0.549,false,1,tyrese maxey,exact_name,Tyrese Maxey,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHI/2026.html
1630180,Saddiq Bey,Saddiq,Bey,2026,2025-26,NOP,NOP,SF,72,2246,31.194,31.187,-0.202,1.569,-1.771,3.177,Shot Creator,Helper,26,56,0.317,false,1,saddiq bey,exact_name,Saddiq Bey,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NOP/2026.html
1630182,Josh Green,Josh,Green,2026,2025-26,CHO,CHO,SG,58,908,15.655,15.649,-1.049,-1.288,0.239,0.802,Stationary Shooter,Point of Attack,44,38,0.537,false,1,josh green,exact_name,Josh Green,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
1630183,Jaden Mcdaniels,Jaden,Mcdaniels,2026,2025-26,MIN,MIN,PF,73,2316,31.726,31.729,-1.154,-1.387,0.233,1.896,Athletic Finisher,Point of Attack,49,33,0.598,false,1,jaden mcdaniels,exact_name,Jaden Mcdaniels,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1630188,Jalen Smith,Jalen,Smith,2026,2025-26,CHI,CHI,C,53,1095,20.66,20.666,1.296,0.212,1.084,2.578,Stretch Big,Mobile Big,31,51,0.378,false,1,jalen smith,exact_name,Jalen Smith,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630191,Isaiah Stewart,Isaiah,Stewart,2026,2025-26,DET,DET,C,58,1317,22.707,22.707,-0.527,-0.879,0.352,1.595,Stretch Big,Mobile Big,60,22,0.732,false,1,isaiah stewart,exact_name,Isaiah Stewart,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DET/2026.html
1630192,Zeke Nnaji,Zeke,Nnaji,2026,2025-26,DEN,DEN,PF,52,626,12.038,12.036,-2.761,-2.635,-0.127,-0.11,Stretch Big,Helper,54,28,0.659,false,1,zeke nnaji,exact_name,Zeke Nnaji,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DEN/2026.html
1630193,Immanuel Quickley,Immanuel,Quickley,2026,2025-26,TOR,TOR,PG,70,2231,31.871,31.873,2.276,1.969,0.307,6.608,Primary Ball Handler,Point of Attack,46,36,0.561,false,1,immanuel quickley,exact_name,Immanuel Quickley,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/TOR/2026.html
1630194,Paul Reed,Paul,Reed,2026,2025-26,DET,DET,C,65,901,13.862,13.854,2.024,0.076,1.948,2.527,Roll + Cut Big,Mobile Big,60,22,0.732,false,1,paul reed,exact_name,Paul Reed,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DET/2026.html
1630198,Isaiah Joe,Isaiah,Joe,2026,2025-26,OKC,OKC,SG,71,1507,21.225,21.228,0.93,0.947,-0.017,3.202,Movement Shooter,Chaser,64,18,0.78,false,1,isaiah joe,exact_name,Isaiah Joe,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/OKC/2026.html
1630200,Tre Jones,Tre,Jones,2026,2025-26,CHI,CHI,PG,65,1752,26.954,26.958,1.229,1.41,-0.181,4.051,Slasher,Point of Attack,31,51,0.378,false,1,tre jones,exact_name,Tre Jones,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630202,Payton Pritchard,Payton,Pritchard,2026,2025-26,BOS,BOS,PG,79,2556,32.354,32.346,1.921,2.54,-0.618,7.008,Primary Ball Handler,Chaser,56,26,0.683,false,1,payton pritchard,exact_name,Payton Pritchard,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BOS/2026.html
1630208,Nick Richards,Nick,Richards,2026,2025-26,PHO,PHO/CHI,C,28,254,9.071,14.597,-1.693,-1.752,0.06,0.338,Roll + Cut Big,Mobile Big,45,37,0.549,true,2,nick richards,exact_name,Nick Richards,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHO/2026.html
1630208,Nick Richards,Nick,Richards,2026,2025-26,CHI,PHO/CHI,C,20,447,22.35,14.597,-1.693,-1.752,0.06,0.338,Roll + Cut Big,Mobile Big,31,51,0.378,true,2,nick richards,exact_name,Nick Richards,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630217,Desmond Bane,Desmond,Bane,2026,2025-26,ORL,ORL,SG,82,2756,33.61,33.608,1.688,1.316,0.373,7.16,Primary Ball Handler,Chaser,45,37,0.549,false,1,desmond bane,exact_name,Desmond Bane,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1630224,Jalen Green,Jalen,Green,2026,2025-26,PHO,PHO,SG,32,828,25.875,25.881,-0.448,0.761,-1.209,1.044,Shot Creator,Chaser,45,37,0.549,false,1,jalen green,exact_name,Jalen Green,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHO/2026.html
1630228,Jonathan Kuminga,Jonathan,Kuminga,2026,2025-26,GSW,GSW/ATL,PF,20,476,23.8,23.068,-0.38,-0.566,0.186,1.082,Shot Creator,Helper,37,45,0.451,true,2,jonathan kuminga,exact_name,Jonathan Kuminga,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/GSW/2026.html
1630228,Jonathan Kuminga,Jonathan,Kuminga,2026,2025-26,ATL,GSW/ATL,PF,16,354,22.125,23.068,-0.38,-0.566,0.186,1.082,Shot Creator,Helper,46,36,0.561,true,2,jonathan kuminga,exact_name,Jonathan Kuminga,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1630230,Naji Marshall,Naji,Marshall,2026,2025-26,DAL,DAL,SF,74,2184,29.514,29.507,-1.088,-0.135,-0.953,1.876,Secondary Ball Handler,Wing Stopper,26,56,0.317,false,1,naji marshall,exact_name,Naji Marshall,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1630241,Sam Merrill,Sam,Merrill,2026,2025-26,CLE,CLE,SG,52,1377,26.481,26.48,1.289,1.567,-0.278,3.235,Movement Shooter,Chaser,52,30,0.634,false,1,sam merrill,exact_name,Sam Merrill,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1630245,Ayo Dosunmu,Ayo,Dosunmu,2026,2025-26,CHI,CHI/MIN,SG,45,1187,26.378,27.26,-1.198,-0.109,-1.089,1.487,Primary Ball Handler,Point of Attack,31,51,0.378,true,2,ayo dosunmu,exact_name,Ayo Dosunmu,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1630245,Ayo Dosunmu,Ayo,Dosunmu,2026,2025-26,MIN,CHI/MIN,SG,24,694,28.917,27.26,-1.198,-0.109,-1.089,1.487,Primary Ball Handler,Point of Attack,49,33,0.598,true,2,ayo dosunmu,exact_name,Ayo Dosunmu,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1630249,Vit Krejci,Vit,Krejci,2026,2025-26,ATL,ATL/POR,PG,46,1028,22.348,21.414,-1.356,-1.313,-0.044,0.963,Movement Shooter,Chaser,46,36,0.561,true,2,vit krejci,exact_name,Vit Krejci,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1630249,Vit Krejci,Vit,Krejci,2026,2025-26,POR,ATL/POR,PG,19,364,19.158,21.414,-1.356,-1.313,-0.044,0.963,Movement Shooter,Chaser,42,40,0.512,true,2,vit krejci,exact_name,Vit Krejci,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/POR/2026.html
1630264,Anthony Gill,Anthony,Gill,2026,2025-26,WAS,WAS,PF,55,951,17.291,17.289,-3.584,-2.586,-0.998,-0.641,Athletic Finisher,Anchor Big,17,65,0.207,false,1,anthony gill,exact_name,Anthony Gill,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/WAS/2026.html
1630311,Pat Spencer,Pat,Spencer,2026,2025-26,GSW,GSW,PG,66,1229,18.621,18.616,-1.843,-0.989,-0.854,0.478,Primary Ball Handler,Chaser,37,45,0.451,false,1,pat spencer,exact_name,Pat Spencer,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/GSW/2026.html
1630314,Brandon Williams,Brandon,Williams,2026,2025-26,DAL,DAL,PG,66,1463,22.167,22.158,1.036,1.122,-0.086,3.204,Primary Ball Handler,Point of Attack,26,56,0.317,false,1,brandon williams,exact_name,Brandon Williams,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,2026,2025-26,IND,IND/DAL,PF,17,300,17.647,16.388,-1.611,-0.797,-0.814,0.192,Movement Shooter,Helper,19,63,0.232,true,2,jeremiah robinson earl,exact_name,Jeremiah Robinson-Earl,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,2026,2025-26,DAL,IND/DAL,PF,5,61,12.2,16.388,-1.611,-0.797,-0.814,0.192,Movement Shooter,Helper,26,56,0.317,true,2,jeremiah robinson earl,exact_name,Jeremiah Robinson-Earl,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1630529,Herbert Jones,Herbert,Jones,2026,2025-26,NOP,NOP,SF,56,1588,28.357,28.362,-0.274,-1.269,0.995,2.175,Movement Shooter,Wing Stopper,26,56,0.317,false,1,herbert jones,exact_name,Herbert Jones,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NOP/2026.html
1630530,Trey Murphy Iii,Trey,Murphy Iii,2026,2025-26,NOP,NOP,SF,66,2341,35.47,35.461,0.541,1.476,-0.935,4.402,Secondary Ball Handler,Helper,26,56,0.317,false,1,trey murphy iii,exact_name,Trey Murphy Iii,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NOP/2026.html
1630532,Franz Wagner,Franz,Wagner,2026,2025-26,ORL,ORL,SF,34,1019,29.971,29.969,2.297,1.688,0.608,3.031,Shot Creator,Helper,45,37,0.549,false,1,franz wagner,exact_name,Franz Wagner,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1630533,Ziaire Williams,Ziaire,Williams,2026,2025-26,BRK,BRK,SF,56,1281,22.875,22.878,-1.191,-1.8,0.608,1.019,Movement Shooter,Wing Stopper,20,62,0.244,false,1,ziaire williams,exact_name,Ziaire Williams,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BRK/2026.html
1630534,Ochai Agbaji,Ochai,Agbaji,2026,2025-26,TOR,TOR/BRK,SG,42,650,15.476,15.695,-2.028,-1.91,-0.118,0.267,Movement Shooter,Chaser,46,36,0.561,true,2,ochai agbaji,exact_name,Ochai Agbaji,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/TOR/2026.html
1630534,Ochai Agbaji,Ochai,Agbaji,2026,2025-26,BRK,TOR/BRK,SG,20,323,16.15,15.695,-2.028,-1.91,-0.118,0.267,Movement Shooter,Chaser,20,62,0.244,true,2,ochai agbaji,exact_name,Ochai Agbaji,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BRK/2026.html
1630536,Sharife Cooper,Sharife,Cooper,2026,2025-26,WAS,WAS,PG,41,700,17.073,17.073,-2.442,-1.014,-1.428,0.014,Shot Creator,Point of Attack,17,65,0.207,false,1,sharife cooper,exact_name,Sharife Cooper,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/WAS/2026.html
1630538,Bones Hyland,Bones,Hyland,2026,2025-26,MIN,MIN,PG,71,1177,16.577,16.574,1.322,1.562,-0.24,2.789,Primary Ball Handler,Chaser,49,33,0.598,false,1,bones hyland,exact_name,Bones Hyland,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1630540,Miles Mcbride,Miles,Mcbride,2026,2025-26,NYK,NYK,SG,41,1080,26.341,26.34,0.971,1.331,-0.36,2.323,Secondary Ball Handler,Point of Attack,53,29,0.646,false,1,miles mcbride,exact_name,Miles Mcbride,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1630541,Moses Moody,Moses,Moody,2026,2025-26,GSW,GSW,SG,60,1540,25.667,25.66,0.325,-0.325,0.65,2.688,Movement Shooter,Wing Stopper,37,45,0.451,false,1,moses moody,exact_name,Moses Moody,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/GSW/2026.html
1630543,Isaiah Jackson,Isaiah,Jackson,2026,2025-26,IND,IND/LAC,C,38,638,16.789,16.512,0.003,-0.777,0.779,1.402,Roll + Cut Big,Mobile Big,19,63,0.232,true,2,isaiah jackson,exact_name,Isaiah Jackson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
