nba_id,player_name,first_name,last_name,season,season_label,team,lebron_team_string,position,games_played,minutes_played,team_mpg,lebron_mpg,lebron,o_lebron,d_lebron,war,off_role,def_role,team_wins,team_losses,team_win_pct,is_multi_team,team_count,name_match_key,name_match_status,basketball_reference_name,data_source,source_url
1628379,Luke Kennard,Luke,Kennard,2026,2025-26,LAL,ATL/LAL,SG,32,737,23.031,21.541,-2.908,-1.122,-1.786,-0.446,Off Screen Shooter,Chaser,53,29,0.646,true,2,luke kennard,exact_name,Luke Kennard,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1628381,John Collins,John,Collins,2026,2025-26,LAC,LAC,PF,69,1872,27.13,27.121,-0.078,-0.455,0.376,2.793,Stationary Shooter,Helper,42,40,0.512,false,1,john collins,exact_name,John Collins,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAC/2026.html
1628384,Og Anunoby,Og,Anunoby,2026,2025-26,NYK,NYK,PF,67,2224,33.194,33.19,1.821,0.096,1.724,5.96,Stationary Shooter,Wing Stopper,53,29,0.646,false,1,og anunoby,exact_name,Og Anunoby,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1628386,Jarrett Allen,Jarrett,Allen,2026,2025-26,CLE,CLE,C,56,1519,27.125,27.124,2.134,0.939,1.195,4.365,Roll + Cut Big,Mobile Big,52,30,0.634,false,1,jarrett allen,exact_name,Jarrett Allen,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1628389,Bam Adebayo,Bam,Adebayo,2026,2025-26,MIA,MIA,C,73,2365,32.397,32.392,3.486,1.508,1.978,8.745,Shot Creator,Helper,43,39,0.524,false,1,bam adebayo,exact_name,Bam Adebayo,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIA/2026.html
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,2026,2025-26,OKC,OKC,C,47,1137,24.191,24.197,3.554,0.957,2.597,4.253,Roll + Cut Big,Mobile Big,64,18,0.78,false,1,isaiah hartenstein,exact_name,Isaiah Hartenstein,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/OKC/2026.html
1628396,Tony Bradley,Tony,Bradley,2026,2025-26,IND,IND/ATL,C,38,416,10.947,10.991,-1.917,-1.366,-0.551,0.155,Roll + Cut Big,Mobile Big,19,63,0.232,true,2,tony bradley,exact_name,Tony Bradley,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
1628396,Tony Bradley,Tony,Bradley,2026,2025-26,ATL,IND/ATL,C,3,34,11.333,10.991,-1.917,-1.366,-0.551,0.155,Roll + Cut Big,Mobile Big,46,36,0.561,true,2,tony bradley,exact_name,Tony Bradley,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1628398,Kyle Kuzma,Kyle,Kuzma,2026,2025-26,MIL,MIL,PF,69,1806,26.174,26.168,-2.025,-0.768,-1.256,0.5,Movement Shooter,Wing Stopper,32,50,0.39,false,1,kyle kuzma,exact_name,Kyle Kuzma,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIL/2026.html
1628401,Derrick White,Derrick,White,2026,2025-26,BOS,BOS,SG,77,2625,34.091,34.088,4.594,2.271,2.324,11.43,Primary Ball Handler,Chaser,56,26,0.683,false,1,derrick white,exact_name,Derrick White,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BOS/2026.html
1628404,Josh Hart,Josh,Hart,2026,2025-26,NYK,NYK,SF,66,1994,30.212,30.203,1.317,0.271,1.046,4.718,Stationary Shooter,Wing Stopper,53,29,0.646,false,1,josh hart,exact_name,Josh Hart,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1628415,Dillon Brooks,Dillon,Brooks,2026,2025-26,PHO,PHO,SF,56,1702,30.393,30.381,-0.116,-0.035,-0.082,2.499,Shot Creator,Wing Stopper,45,37,0.549,false,1,dillon brooks,exact_name,Dillon Brooks,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHO/2026.html
1628418,Thomas Bryant,Thomas,Bryant,2026,2025-26,CLE,CLE,C,60,732,12.2,12.194,0.349,0.236,0.113,1.288,Stretch Big,Mobile Big,52,30,0.634,false,1,thomas bryant,exact_name,Thomas Bryant,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1628436,Luke Kornet,Luke,Kornet,2026,2025-26,SAS,SAS,C,68,1430,21.029,21.027,0.875,-0.218,1.094,2.989,Roll + Cut Big,Anchor Big,62,20,0.756,false,1,luke kornet,exact_name,Luke Kornet,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAS/2026.html
1628467,Maxi Kleber,Maxi,Kleber,2026,2025-26,LAL,LAL,PF,43,461,10.721,10.721,-2.503,-2.747,0.244,-0.008,Athletic Finisher,Mobile Big,53,29,0.646,false,1,maxi kleber,exact_name,Maxi Kleber,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1628960,Grayson Allen,Grayson,Allen,2026,2025-26,PHO,PHO,SG,51,1467,28.765,28.767,0.496,1.864,-1.368,2.718,Primary Ball Handler,Chaser,45,37,0.549,false,1,grayson allen,exact_name,Grayson Allen,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHO/2026.html
1628963,Marvin Bagley Iii,Marvin,Bagley Iii,2026,2025-26,WAS,WAS/DAL,PF,38,731,19.237,20.013,-0.231,0.27,-0.501,1.677,Roll + Cut Big,Mobile Big,17,65,0.207,true,2,marvin bagley iii,exact_name,Marvin Bagley Iii,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/WAS/2026.html
1628963,Marvin Bagley Iii,Marvin,Bagley Iii,2026,2025-26,DAL,WAS/DAL,PF,22,470,21.364,20.013,-0.231,0.27,-0.501,1.677,Roll + Cut Big,Mobile Big,26,56,0.317,true,2,marvin bagley iii,exact_name,Marvin Bagley Iii,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1628969,Mikal Bridges,Mikal,Bridges,2026,2025-26,NYK,NYK,SF,82,2692,32.829,32.824,2.232,1.336,0.896,7.898,Movement Shooter,Point of Attack,53,29,0.646,false,1,mikal bridges,exact_name,Mikal Bridges,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1628970,Miles Bridges,Miles,Bridges,2026,2025-26,CHO,CHO,PF,77,2387,31,31,0.843,0.948,-0.104,4.943,Shot Creator,Wing Stopper,44,38,0.537,false,1,miles bridges,exact_name,Miles Bridges,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
1628971,Bruce Brown,Bruce,Brown,2026,2025-26,DEN,DEN,SG,82,1998,24.366,24.361,-2.217,-1.82,-0.397,0.315,Stationary Shooter,Point of Attack,54,28,0.659,false,1,bruce brown,exact_name,Bruce Brown,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DEN/2026.html
1628973,Jalen Brunson,Jalen,Brunson,2026,2025-26,NYK,NYK,PG,74,2590,35,34.993,2.077,3.528,-1.45,7.351,Shot Creator,Low Activity,53,29,0.646,false,1,jalen brunson,exact_name,Jalen Brunson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1628975,Jevon Carter,Jevon,Carter,2026,2025-26,CHI,CHI/ORL,PG,23,254,11.043,16.366,-1.081,-0.442,-0.639,0.749,Movement Shooter,Chaser,31,51,0.378,true,2,jevon carter,exact_name,Jevon Carter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1628975,Jevon Carter,Jevon,Carter,2026,2025-26,ORL,CHI/ORL,PG,30,613,20.433,16.366,-1.081,-0.442,-0.639,0.749,Movement Shooter,Chaser,45,37,0.549,true,2,jevon carter,exact_name,Jevon Carter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,2026,2025-26,ORL,ORL,C,78,2288,29.333,29.336,0.313,-1.013,1.326,3.977,Stretch Big,Mobile Big,45,37,0.549,false,1,wendell carter jr,exact_name,Wendell Carter Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1628978,Donte Divincenzo,Donte,Divincenzo,2026,2025-26,MIN,MIN,SG,82,2494,30.415,30.413,0.556,0.196,0.359,4.714,Movement Shooter,Chaser,49,33,0.598,false,1,donte divincenzo,exact_name,Donte Divincenzo,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIN/2026.html
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,2026,2025-26,OKC,OKC,PG,68,2259,33.221,33.218,6.661,5.763,0.898,12.453,Shot Creator,Low Activity,64,18,0.78,false,1,shai gilgeous alexander,exact_name,Shai Gilgeous-Alexander,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/OKC/2026.html
1628988,Aaron Holiday,Aaron,Holiday,2026,2025-26,HOU,HOU,PG,57,781,13.702,13.695,-1.967,-1.185,-0.782,0.244,Secondary Ball Handler,Point of Attack,52,30,0.634,false,1,aaron holiday,exact_name,Aaron Holiday,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/HOU/2026.html
1628989,Kevin Huerter,Kevin,Huerter,2026,2025-26,CHI,CHI/DET,SF,44,1037,23.568,22.447,-0.019,0.286,-0.305,2.369,Movement Shooter,Chaser,31,51,0.378,true,2,kevin huerter,exact_name,Kevin Huerter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1628989,Kevin Huerter,Kevin,Huerter,2026,2025-26,DET,CHI/DET,SF,25,512,20.48,22.447,-0.019,0.286,-0.305,2.369,Movement Shooter,Chaser,60,22,0.732,true,2,kevin huerter,exact_name,Kevin Huerter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DET/2026.html
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,2026,2025-26,MEM,MEM/UTA,C,45,1382,30.711,30.302,0.197,-1.077,1.274,2.422,Shot Creator,Helper,25,57,0.305,true,2,jaren jackson jr,exact_name,Jaren Jackson Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MEM/2026.html
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,2026,2025-26,UTA,MEM/UTA,C,3,72,24,30.302,0.197,-1.077,1.274,2.422,Shot Creator,Helper,22,60,0.268,true,2,jaren jackson jr,exact_name,Jaren Jackson Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/UTA/2026.html
1628997,Caleb Martin,Caleb,Martin,2026,2025-26,DAL,DAL,SF,58,856,14.759,14.758,-1.446,-2.301,0.855,0.544,Stationary Shooter,Wing Stopper,26,56,0.317,false,1,caleb martin,exact_name,Caleb Martin,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1629001,De'Anthony Melton,De'Anthony,Melton,2026,2025-26,GSW,GSW,PG,49,1125,22.959,22.961,0.576,-0.189,0.764,2.141,Primary Ball Handler,Point of Attack,37,45,0.451,false,1,de anthony melton,exact_name,De'Anthony Melton,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/GSW/2026.html
1629004,Svi Mykhailiuk,Svi,Mykhailiuk,2026,2025-26,UTA,UTA,SF,50,1156,23.12,23.11,-1.752,-0.392,-1.36,0.515,Movement Shooter,Wing Stopper,22,60,0.268,false,1,svi mykhailiuk,exact_name,Svi Mykhailiuk,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/UTA/2026.html
1629006,Josh Okogie,Josh,Okogie,2026,2025-26,HOU,HOU,SG,78,1354,17.359,17.352,-0.354,-1.011,0.657,1.786,Stationary Shooter,Wing Stopper,52,30,0.634,false,1,josh okogie,exact_name,Josh Okogie,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/HOU/2026.html
1629008,Michael Porter Jr.,Michael,Porter Jr.,2026,2025-26,BRK,BRK,SF,52,1689,32.481,32.47,0.665,2.319,-1.653,3.308,Off Screen Shooter,Helper,20,62,0.244,false,1,michael porter jr,exact_name,Michael Porter Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BRK/2026.html
1629011,Mitchell Robinson,Mitchell,Robinson,2026,2025-26,NYK,NYK,C,60,1175,19.583,19.571,2.234,0.646,1.588,3.447,Athletic Finisher,Mobile Big,53,29,0.646,false,1,mitchell robinson,exact_name,Mitchell Robinson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1629012,Collin Sexton,Collin,Sexton,2026,2025-26,CHO,CHO/CHI,SG,42,938,22.333,23.721,-0.867,0.9,-1.767,1.61,Primary Ball Handler,Point of Attack,44,38,0.537,true,2,collin sexton,exact_name,Collin Sexton,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
1629012,Collin Sexton,Collin,Sexton,2026,2025-26,CHI,CHO/CHI,SG,26,676,26,23.721,-0.867,0.9,-1.767,1.61,Primary Ball Handler,Point of Attack,31,51,0.378,true,2,collin sexton,exact_name,Collin Sexton,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1629013,Landry Shamet,Landry,Shamet,2026,2025-26,NYK,NYK,SG,51,1171,22.961,22.958,0.692,0.794,-0.102,2.314,Movement Shooter,Chaser,53,29,0.646,false,1,landry shamet,exact_name,Landry Shamet,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NYK/2026.html
1629014,Anfernee Simons,Anfernee,Simons,2026,2025-26,BOS,BOS/CHI,SG,49,1202,24.531,24.941,0.027,0.892,-0.865,2.138,Shot Creator,Chaser,56,26,0.683,true,2,anfernee simons,exact_name,Anfernee Simons,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BOS/2026.html
1629014,Anfernee Simons,Anfernee,Simons,2026,2025-26,CHI,BOS/CHI,SG,6,170,28.333,24.941,0.027,0.892,-0.865,2.138,Shot Creator,Chaser,31,51,0.378,true,2,anfernee simons,exact_name,Anfernee Simons,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1629018,Gary Trent Jr.,Gary,Trent Jr.,2026,2025-26,MIL,MIL,SG,65,1377,21.185,21.188,-3.626,-1.636,-1.99,-0.963,Movement Shooter,Chaser,32,50,0.39,false,1,gary trent jr,exact_name,Gary Trent Jr.,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIL/2026.html
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,2026,2025-26,LAL,LAL,PF,65,1128,17.354,17.348,-0.941,-1.535,0.593,1.073,Stationary Shooter,Helper,53,29,0.646,false,1,jarred vanderbilt,exact_name,Jarred Vanderbilt,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629021,Moritz Wagner,Moritz,Wagner,2026,2025-26,ORL,ORL,C,36,427,11.861,11.848,-0.321,0.531,-0.852,0.572,Versatile Big,Mobile Big,45,37,0.549,false,1,moritz wagner,exact_name,Moritz Wagner,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1629023,P.J. Washington,P.J.,Washington,2026,2025-26,DAL,DAL,PF,56,1736,31,30.992,-0.465,-0.98,0.515,2.169,Stationary Shooter,Wing Stopper,26,56,0.317,false,1,p j washington,exact_name,P.J. Washington,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DAL/2026.html
1629026,Kenrich Williams,Kenrich,Williams,2026,2025-26,OKC,OKC,PF,56,855,15.268,15.268,-0.801,-0.728,-0.073,0.889,Stationary Shooter,Helper,64,18,0.78,false,1,kenrich williams,exact_name,Kenrich Williams,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/OKC/2026.html
1629027,Trae Young,Trae,Young,2026,2025-26,ATL,ATL/WAS,PG,10,280,28,25.582,0.928,2.227,-1.3,0.815,Primary Ball Handler,Chaser,46,36,0.561,true,2,trae young,exact_name,Trae Young,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1629027,Trae Young,Trae,Young,2026,2025-26,WAS,ATL/WAS,PG,5,104,20.8,25.582,0.928,2.227,-1.3,0.815,Primary Ball Handler,Chaser,17,65,0.207,true,2,trae young,exact_name,Trae Young,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/WAS/2026.html
1629028,Deandre Ayton,Deandre,Ayton,2026,2025-26,LAL,LAL,C,72,1958,27.194,27.198,-0.325,-0.986,0.66,2.619,Roll + Cut Big,Mobile Big,53,29,0.646,false,1,deandre ayton,exact_name,Deandre Ayton,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629029,Luka Doncic,Luka,Doncic,2026,2025-26,LAL,LAL,PG,64,2289,35.766,35.757,5.176,5.622,-0.446,10.733,Shot Creator,Helper,53,29,0.646,false,1,luka doncic,exact_name,Luka Doncic,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629048,Goga Bitadze,Goga,Bitadze,2026,2025-26,ORL,ORL,C,64,972,15.188,15.186,2.229,0.417,1.812,2.85,Roll + Cut Big,Mobile Big,45,37,0.549,false,1,goga bitadze,exact_name,Goga Bitadze,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ORL/2026.html
1629057,Robert Williams Iii,Robert,Williams Iii,2026,2025-26,POR,POR,C,59,1008,17.085,17.086,1.861,-0.439,2.299,2.727,Roll + Cut Big,Anchor Big,42,40,0.512,false,1,robert williams iii,exact_name,Robert Williams Iii,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/POR/2026.html
1629060,Rui Hachimura,Rui,Hachimura,2026,2025-26,LAL,LAL,PF,68,1927,28.338,28.33,-2.237,-0.814,-1.423,0.281,Shot Creator,Helper,53,29,0.646,false,1,rui hachimura,exact_name,Rui Hachimura,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629111,Jock Landale,Jock,Landale,2026,2025-26,MEM,MEM/ATL,C,45,1060,23.556,22.145,0.04,0.471,-0.431,2.36,Stretch Big,Mobile Big,25,57,0.305,true,2,jock landale,exact_name,Jock Landale,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MEM/2026.html
1629111,Jock Landale,Jock,Landale,2026,2025-26,ATL,MEM/ATL,C,23,446,19.391,22.145,0.04,0.471,-0.431,2.36,Stretch Big,Mobile Big,46,36,0.561,true,2,jock landale,exact_name,Jock Landale,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1629130,Duncan Robinson,Duncan,Robinson,2026,2025-26,DET,DET,SF,77,2113,27.442,27.438,1.096,1.241,-0.145,4.708,Off Screen Shooter,Low Activity,60,22,0.732,false,1,duncan robinson,exact_name,Duncan Robinson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DET/2026.html
1629216,Gabe Vincent,Gabe,Vincent,2026,2025-26,LAL,LAL/ATL,PG,29,559,19.276,16.585,-2.914,-1.36,-1.554,-0.237,Movement Shooter,Point of Attack,53,29,0.646,true,2,gabe vincent,exact_name,Gabe Vincent,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/LAL/2026.html
1629216,Gabe Vincent,Gabe,Vincent,2026,2025-26,ATL,LAL/ATL,PG,24,320,13.333,16.585,-2.914,-1.36,-1.554,-0.237,Movement Shooter,Point of Attack,46,36,0.561,true,2,gabe vincent,exact_name,Gabe Vincent,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/ATL/2026.html
1629234,Drew Eubanks,Drew,Eubanks,2026,2025-26,SAC,SAC,C,42,552,13.143,13.148,-1.264,-2.175,0.912,0.414,Roll + Cut Big,Mobile Big,22,60,0.268,false,1,drew eubanks,exact_name,Drew Eubanks,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAC/2026.html
1629599,Amir Coffey,Amir,Coffey,2026,2025-26,MIL,MIL/PHO,SG,30,265,8.833,10.662,-2.146,-1.805,-0.341,0.099,Stationary Shooter,Helper,32,50,0.39,true,2,amir coffey,exact_name,Amir Coffey,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MIL/2026.html
1629599,Amir Coffey,Amir,Coffey,2026,2025-26,PHO,MIL/PHO,SG,16,225,14.062,10.662,-2.146,-1.805,-0.341,0.099,Stationary Shooter,Helper,45,37,0.549,true,2,amir coffey,exact_name,Amir Coffey,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/PHO/2026.html
1629611,Terance Mann,Terance,Mann,2026,2025-26,BRK,BRK,SG,63,1529,24.27,24.269,-2.437,-1.733,-0.704,0.035,Primary Ball Handler,Point of Attack,20,62,0.244,false,1,terance mann,exact_name,Terance Mann,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/BRK/2026.html
1629614,Andrew Nembhard,Andrew,Nembhard,2026,2025-26,IND,IND,PG,57,1786,31.333,31.323,0.232,1.059,-0.827,3.012,Primary Ball Handler,Point of Attack,19,63,0.232,false,1,andrew nembhard,exact_name,Andrew Nembhard,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/IND/2026.html
1629618,Jalen Pickett,Jalen,Pickett,2026,2025-26,DEN,DEN,SG,50,807,16.14,16.129,-2.886,-1.512,-1.374,-0.203,Secondary Ball Handler,Chaser,54,28,0.659,false,1,jalen pickett,exact_name,Jalen Pickett,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/DEN/2026.html
1629622,Max Strus,Max,Strus,2026,2025-26,CLE,CLE,SF,12,288,24,24.024,-0.409,0.15,-0.559,0.37,Movement Shooter,Helper,52,30,0.634,false,1,max strus,exact_name,Max Strus,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1629627,Zion Williamson,Zion,Williamson,2026,2025-26,NOP,NOP,PF,62,1841,29.694,29.693,0.439,1.746,-1.307,3.346,Shot Creator,Helper,26,56,0.317,false,1,zion williamson,exact_name,Zion Williamson,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/NOP/2026.html
1629628,Rj Barrett,Rj,Barrett,2026,2025-26,TOR,TOR,SF,57,1726,30.281,30.275,1.195,1.229,-0.034,3.953,Movement Shooter,Helper,46,36,0.561,false,1,rj barrett,exact_name,Rj Barrett,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/TOR/2026.html
1629630,Ja Morant,Ja,Morant,2026,2025-26,MEM,MEM,PG,20,569,28.45,28.423,1.478,1.706,-0.228,1.402,Shot Creator,Chaser,25,57,0.305,false,1,ja morant,exact_name,Ja Morant,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/MEM/2026.html
1629631,De'Andre Hunter,De'Andre,Hunter,2026,2025-26,CLE,CLE/SAC,SF,43,1125,26.163,26.121,-0.754,-0.159,-0.595,1.256,Movement Shooter,Wing Stopper,52,30,0.634,true,2,de andre hunter,exact_name,De'Andre Hunter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CLE/2026.html
1629631,De'Andre Hunter,De'Andre,Hunter,2026,2025-26,SAC,CLE/SAC,SF,2,51,25.5,26.121,-0.754,-0.159,-0.595,1.256,Movement Shooter,Wing Stopper,22,60,0.268,true,2,de andre hunter,exact_name,De'Andre Hunter,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/SAC/2026.html
1629632,Coby White,Coby,White,2026,2025-26,CHI,CHI/CHO,SG,29,843,29.069,24.993,-0.163,1.645,-1.808,1.799,Shot Creator,Chaser,31,51,0.378,true,2,coby white,exact_name,Coby White,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHI/2026.html
1629632,Coby White,Coby,White,2026,2025-26,CHO,CHI/CHO,SG,21,406,19.333,24.993,-0.163,1.645,-1.808,1.799,Shot Creator,Chaser,44,38,0.537,true,2,coby white,exact_name,Coby White,Basketball-Reference 2025-26 regular-season team totals + LEBRON CSV + user-supplied team W/L,https://www.basketball-reference.com/teams/CHO/2026.html
